sentence,spoiler,verb,page,trope,num_present
however still leav brodi futur member congress know damag wreak ,True,True,homeland,pyrrhic victori,False
previous scene diamond necklac saudi princ gave mistress end purpos clear custom without draw suspicion  sold jewel 400000,True,True,homeland,real life write plot,True
one princ handler retriev necklac mistress arrang murder ,True,True,homeland,real life write plot,False
heavili impli coupl abl buy hous fund necklac sale,True,True,homeland,real life write plot,False
scene young coupl subtl lampshad case faisal shahzad man attempt set car bomb time squar 2010,True,True,homeland,real life write plot,True
shahzad bought larg hous connecticut sever year prior attempt,True,True,homeland,real life write plot,False
later episod play trope cia start investig faisel partner may terrorist lead particular mission whole time,True,True,homeland,real life write plot,False
popular democrat congressman name synonym part male anatomi get troubl send pictur femal aides,True,True,homeland,real life write plot,False
in fact give two namesdick johnson probabl apropo name real thing anthoni weiner,True,True,homeland,real life write plot,False
time carri learn this alreadi figur muslim ,True,True,homeland,red herring,False
turn aid terrorist support ,True,True,homeland,red herring,False
brodi among things sleep floor avoid assault wife sleep cower corner bedroom day slip angst coma intimaci issu due time pow,True,True,homeland,shell shock veteran,False
although arguabl less overthetop,False,True,homeland,spiritu successor,False
strings though might belong existing,False,True,homeland,string theori,False
work abu nazir,True,True,homeland,reason suck speech,False
lauder unravel argument outright say member unit want sleep jessica brodi wife away,True,True,homeland,reason suck speech,False
aftermath botch attempt marin one  nazir order brodi kill walker keep brodi conting plan secured,True,True,homeland,outliv use,False
carri realli fault peopl believ thing like scream top lung none understand,False,True,homeland,believ,False
accord word god fact deliber design outset famili show,False,True,horriblehistories,sketch comedi,False
favourit satir approach use among other blackbeard emperor elagabalus henri viii,False,True,horriblehistories,affabl evil,False
much humour come mesh histor characterssitu modern attitudes,False,True,horriblehistories,anachron stew,False
four georg song georg iii claim batti bonker kangaroo,False,True,horriblehistories,continu nod,False
caligula twice hand face drawn wooden mallet name whackus bonkus,False,True,horriblehistories,consult mister puppet,False
apparently histori full em,False,True,horriblehistories,deadpan snarker,False
presum ensur viewer know exact get into,False,True,horriblehistories,expositori theme tune,False
occasion invok rattus pov,False,True,horriblehistories,human bastard,False
wer gonna set sleepi town alightliterally,False,True,horriblehistories,liter metaphor,False
mutant sea monsters also hhtv war correspond invari sign this mike peabody report hhtv news live histor event realli wish somewher else,False,True,horriblehistories,mad lib catch phrase,False
use danc move refer name behindthescen vid,False,True,horriblehistories,milk giant cow,False
turn recent lampshad pre bafta ceremoni interview cast ,False,True,horriblehistories,mr fanservic,False
lot fun one,False,True,horriblehistories,royal screw,False
sung death  stupid deaths stupid deaths funni cos true,False,True,horriblehistories,yet anoth stupid death,False
get hurt sergeant major push swing sergeant major forc take place,True,True,itainthalfhotmum,swing low sweet harriet,False
secret societi are play trope church themselves merely wish strengthen vatican,False,True,laskodiefaustgottes,church milit,False
taken extrem evil pharmacetut compani plan poison whole citi train coat contact poison,False,True,laskodiefaustgottes,poison weapon,False
thus take upon put asid hatr other stop monsters prevent maldark get through,False,True,levelup,cartoon network,False
angi fist schoolag lead grail garbag ,False,True,levelup,excalibur rust,False
real world however adork lyle one schoolwid friends,False,True,levelup,face,False
exact happensthey find trash troll teleport leroy steal gear,False,True,levelup,unspoken plan guarante,False
tyrannosaurus kritosaurus blown away megatsunami pressur long got swept tsunami,False,True,lifeafterdinosaurs,fail physic forev,False
point killer kidnap sam girlfriend day run appear activ 1973,False,True,lifeonmars2006,dramat hour long,True
subvert the stabbing victim turn kill faulti textil loom ,True,True,lifeonmars2006,alway murder,False
 sam tri suggest patrick obrien terrorist  gene mayb enoch powel throw one shirley bassey ,True,True,lifeonmars2006,im queen sheba,False
warren  someth thou shalt suck rent boy ,True,True,lifeonmars2006,good book say,False
gene mood share ice cream littl kids,False,True,lifeonmars2006,bad humor truck,False
episod seven deathinpolicecustody gene crack sam attempt find responsible,False,True,lifeonmars2006,batman gambit,False
2007 take plung ,True,True,lifeonmars2006,call back,True
revers subverted interest enough,False,True,lifeonmars2006,cartwright curs,False
year sam tyler died,True,True,lifeonmars2006,celebr paradox,False
incidentally roger delgado die 1973 last story frontier space spring 1973 sam arrived,True,True,lifeonmars2006,celebr paradox,True
sam tyler also name new tylers,True,True,lifeonmars2006,celebr paradox,False
american version mother even name rose,True,True,lifeonmars2006,celebr paradox,False
cartwright later admit rather like saw though ,False,True,lifeonmars2006,chain bed,False
also depend look it frank morgan ,True,True,lifeonmars2006,evil along,False
tire punctured courtesi anni cartwright stringer stinger,True,True,lifeonmars2006,flash badg hijack,False
gene hunt tri it sam objects,False,True,lifeonmars2006,frame guilti parti,False
layla back abort child turn maya past ,True,True,lifeonmars2006,good girl avoid abort,False
harri woolf bump dicki finger reason ,True,True,lifeonmars2006,know much,False
gene use one explain sam warren gayngster gene steven warren bumbandit,True,True,lifeonmars2006,hurrican euphem,False
understand,True,True,lifeonmars2006,hurrican euphem,False
fruit pick sodomite,True,True,lifeonmars2006,hurrican euphem,False
method sam unmask father killer search for,True,True,lifeonmars2006,work better bullet,False
except gene rather blunt end shoot harri leg,False,True,lifeonmars2006,mexican standoff,False
seriously main hero suicid feel so awesom ,True,True,lifeonmars2006,mood disson,False
richard hand real name use once that name dicki fingers even murder ,True,True,lifeonmars2006,known nicknam,False
frank miller pull one seri 2 episod 3,True,True,lifeonmars2006,plan,True
anni turn much object gene gotten emot involv case,True,True,lifeonmars2006,rashomon style,False
that goes,False,True,lifeonmars2006,run gag,False
reg cole made one turn get fight ,True,True,lifeonmars2006,shell shock veteran,False
toolbox big bird dispos deekat manner stab preexist bullet wound,True,True,lifeonmars2006,sickb slay,False
sam goe back time realis test card f girl right along take run jump roof polic station life mar blare triumphant background,True,True,lifeonmars2006,suicid painless,False
sam deliv epic one peter bond  accus peopl like ruin joy footbal inject hate violenc among fans,True,True,lifeonmars2006,reason suck speech,False
sam also chang past first time series,True,True,lifeonmars2006,wham episod,False
i uh appear kill man ,True,True,lifeonmars2006,wham line,False
 lead dark invers ending get back 2007 accident cut meet realiz feel it lead decis leav 2007 life go back 1973,True,True,lifeonmars2006,whoopi epiphani speech,True
despit spent day 2007 ,True,True,lifeonmars2006,year insid hour outsid,True
sam repeat tri fail recit 70 version one point come miranda warn ,False,True,lifeonmars2006,say anyth,True
warren joni newton reneg frame sam ,True,True,lifeonmars2006,fail,False
set revert back 1973 kept 2008 memories,True,True,lifeonmars2008,just dream,True
may impli sam still hallucin somehow,True,True,lifeonmars2008,just dream,False
real,True,True,lifeonmars2008,just dream,False
realli even know,True,True,lifeonmars2008,just dream,False
wonder deliber done provid possibl case superlastsecond renewal,True,True,lifeonmars2008,just dream,False
crew gene hunt life mar presum bacterial gene hunt 1973 sam father,True,True,lifeonmars2008,,True
last thing gene say sam simul ill miss all scarecrow,True,True,lifeonmars2008,,False
said good job adapt materi new setting,False,True,lifeonmars2008,cultur translat,False
sam confront father much darker british version,False,True,lifeonmars2008,darker edgier,False
thing new york think dead except rap ice ice babi ,False,True,lifeonmars2008,littl someth call rock roll,False
